lp,Temp,CaO,MgO,SiO2,Fe_total,MnO,Al2O3,TiO2,V2O5
4.206822546,1682,39.7,8.59,11.3,23.3,4.89,1.76,0.85,1.083
5.029503778,1622,46.1,9.81,14.1,15.2,5,1.37,0.87,0.78
5.120983351,1623,44.5,8.91,14.9,15.8,5.06,1.8,0.86,0.988
4.412798293,1663,45.4,9.59,12.7,16.9,4.55,1.63,0.63,0.879
4.700480366,1667,45.9,11.24,13.1,14.4,4.71,2.21,1.28,1.344
4.360973225,1666,39.7,8.6,11.6,23.3,4.91,1.81,0.84,1.281
4.426478397,1646,40.1,7.92,11.4,23.3,4.47,1.76,0.91,0.694
4.605170186,1623,42.1,8.98,11.4,21.1,4.58,1.38,0.63,0.59
4.160719631,1662,41.3,8.36,15.3,18.1,5.39,1.81,0.89,1.627
4.672828834,1646,40,7.82,13.7,19.7,5.34,2.09,1.34,1.025
5.255757752,1619,44.4,8.18,14.7,19.9,4.75,1.88,0.8,1.568
4.759320866,1632,40,8.63,15,18.2,5.22,2.42,1.28,1.476
4.921023135,1616,38.4,9.11,13.6,20.1,4.9,2.64,1.27,1.703
4.675374445,1654,42.7,9.93,13.8,15.6,5.57,2.38,1.27,1.636
4.438116101,1658,41.9,9.12,12.7,18.2,5.17,2.3,1.16,1.453
4.044082727,1686,44.6,7.69,10.1,20.4,4.41,1.76,0.98,1.542
4.519810337,1626,39.3,8.69,13.3,20.3,4.97,2.01,1.18,1.53
4.462069342,1650,37.6,7.59,11.2,24.1,5.08,2.13,1.12,1.594
4.248495242,1641,40.3,8.97,15.4,17.8,5.44,1.97,1.33,1.822
4.356708827,1654,44.1,7.45,13.7,16.8,5.09,2.12,1.29,1.37
4.615120517,1648,45.7,11.52,12.5,16,3.92,1.41,1,1.055
4.274137673,1648,43.9,7.23,12,20.9,4.1,1.49,1.01,1.599
4.586821047,1645,39.3,7.85,11.4,22,5.36,1.55,1.09,1.333
4.206822546,1648,47.6,9.22,14.8,13.7,4.49,1.69,1.25,0.963
3.857214769,1634,40.9,9.21,11.7,21.7,3.94,2.2,0.88,1.48
4.624972813,1661,43.3,7.66,11.5,20.2,4.62,1.72,1.04,1.829
3.678408154,1700,42.6,9.05,16,16.4,4.49,1.51,1.16,1.448
3.86900562,1693,45.4,8.59,16.7,14.4,3.91,1.67,1.35,1.554
4.447165937,1643,46.5,9.23,16.4,13,4.32,1.84,1.26,1.565
4.276666119,1650,43.1,10.66,16.1,14.1,4.94,1.88,1.34,1.547
4.419766963,1641,45.3,11.37,14.8,13.7,4.53,1.98,1.17,1.431
4.828313737,1631,41.7,9.63,12.7,19,4.53,1.69,1.08,1.737
4.579852378,1644,41.2,7.37,13.6,19.8,4.98,1.48,1.13,1.548
4.55865017,1643,41.1,7.46,12.7,21.4,4.78,1.55,1.16,1.135
3.80079737,1650,44.6,11.27,12.6,16.6,3.77,2.39,0.97,1.103
4.359037116,1701,41.3,8.67,12,21.2,4.09,1.51,0.93,1.378
4.270235229,1648,36.6,8.13,11.5,24.3,4.91,1.48,1.12,1.483
4.682131227,1626,39.6,7.25,13,21,5.26,1.85,1.28,1.262
4.437289313,1653,38,9.08,10.7,23.2,4.12,0.87,0.79,1.508
4.007333185,1679,41.8,10.74,12.8,17.5,4.86,2.5,1.22,1.773
4.066173685,1684,45.3,9.36,14.6,13.6,4.68,2.51,1.44,1.441
4.574710979,1632,41.1,7.47,12.4,20.6,4.91,1.8,1.19,1.139
4.49980967,1641,35,7.6,11.4,26.9,4.33,1.47,1.01,1.794
3.967592857,1666,43.8,8.92,16.9,13.9,4.99,2.07,1.53,1.54
3.992875102,1648,42.6,10.58,14.7,15.4,4.61,2.37,1.28,1.42
4.59511985,1626,37.4,12,11.8,20.6,5.05,2.41,1.08,1.457
4.615120517,1649,41.7,9.4,12.9,18.8,4.57,2.01,1.23,1.318
4.553876892,1639,40.8,8.51,11.9,20.7,4.5,1.59,1.12,1.489
4.624972813,1640,41,9.89,11.9,20,4.53,1.7,1.15,1.272
4.605170186,1652,41.4,8.91,12.4,20.6,4.33,1.89,1.02,1.765
4.248495242,1629,42.4,10.39,15.2,15,5.35,1.88,1.43,1.24
4.593996885,1657,43.6,9.11,12.7,18.4,3.94,2.66,1.01,1.101
4.081441157,1654,45.7,8.41,11.4,18.7,4.86,1.94,0.79,1.552
4.519810337,1633,36.9,8.2,13.7,22,5.3,1.67,1.32,1.73
4.354875646,1654,46,9.64,12.8,14.8,4.75,2.35,1.31,1.62
4.154969184,1681,42.6,8.48,11.6,19.7,4.6,2.04,1.22,1.608
4.539418808,1661,41.6,7.43,11.2,21.1,4.71,1.86,1.23,1.609
4.877103901,1650,40.4,7.99,14.5,18.5,4.91,3.07,1.23,1.221
4.48863637,1653,41.5,7.66,11.2,22.9,3.64,1.76,1,1.331
4.616220022,1652,43.3,7.39,16.6,17.2,4.36,1.86,1.19,1.217
4.025351691,1664,41.5,9.25,13.8,19.5,4.36,1.57,1.06,1.42
4.280930518,1665,42.5,9.06,13.5,18.5,4.66,1.68,1.15,1.727
4.858950707,1656,45.6,8.35,12.7,17.2,4.61,1.15,1.09,1.481
4.382026635,1648,45.7,7.75,10.9,19.4,4.28,1.27,0.95,1.603
4.364008129,1665,44.8,9.08,14.1,15.7,5.06,1.39,1.29,1.444
4.248495242,1652,45,9.33,14.1,15.7,4.57,1.52,1.11,1.517
3.570018251,1639,37.1,12.24,14.7,17.6,5.78,1.44,1.32,1.221
4.700480366,1615,36.2,7.03,12.7,24.9,4.57,1.72,1.09,1.387
4.700480366,1636,39.4,8.47,12.8,21.2,5.05,1.72,1.14,1.34
4.700480366,1635,42.7,9,12.3,19.3,4.3,2.17,0.97,1.591
4.518158809,1639,43.5,9.07,13.3,16.6,4.66,2.47,0.99,1.714
4.525127478,1648,43.6,8.11,13.9,16.7,5.16,1.89,1.25,1.653
4.238925791,1634,47,10,12.6,15.2,4.59,1.63,1.26,1.724
4.465023554,1635,40.7,9.1,15,17.3,5.48,1.69,1.29,1.812
4.274928499,1641,44.2,10.6,15.7,13.3,5.3,1.55,1.31,1.687
4.345658991,1622,43.7,10.16,14.6,14.6,5.08,1.51,1.37,1.694
4.509026325,1631,40.3,10.18,14.5,17.3,5.7,1.93,1.37,1.747
4.33073334,1651,41.6,8.35,14.1,17.6,5.75,1.74,1.37,1.75
4.408459892,1625,41,8.51,13.8,17.5,5.63,1.76,1.32,1.62
4.471638793,1648,45.6,9.51,13.8,15.1,4.83,1.71,1.29,1.78
4.139601154,1635,40.9,9.51,14.2,16.6,5.88,1.69,1.42,1.721
4.326966857,1639,39.5,10.42,15,17.1,6.1,1.48,1.44,1.619
4.730333329,1627,41.9,9.86,15.1,16.2,5.21,1.72,1.31,1.602
4.113762648,1657,40.2,8.73,14.7,18.2,5.39,2.5,1.38,1.612
4.209655409,1675,39.3,8.56,15.6,17.7,5.31,3.06,1.37,1.557
3.983118927,1643,40.2,9.47,15.6,16.8,5.12,1.9,1.28,1.501
4.22926388,1625,38.1,7.23,13.3,22,5.39,2.26,1.12,1.646
4.17438727,1617,37.3,9.41,15.8,18.8,5.97,2.51,1.29,1.602
4.549080719,1635,36.8,8.83,13.8,21.3,5.81,2.15,1.17,1.505
4.529662633,1646,35.8,8.43,15.2,20.3,5.53,2.35,1.1,1.578
4.442651256,1651,38.3,8.78,13.2,19.3,5.64,2.2,1.22,1.694
4.257384189,1645,41.1,8.33,14.5,16.4,5.94,1.99,1.26,1.55
4.568128914,1634,38.1,11.24,12.4,18.1,5.79,2.2,1.06,1.806
4.121743536,1663,41.3,10.18,13.3,16,5.58,2.18,1.25,1.78
4.373057965,1654,42.8,9.62,13.3,16,5.48,3.18,1.27,1.708
4.931385922,1634,40.6,8.61,10.3,22.1,5.27,1.8,1.03,1.435
4.659237407,1661,40.3,7.74,10.6,23.6,5.04,2.01,0.92,1.326
4.236519051,1641,39.7,7.62,11.8,23.3,4.83,1.73,0.88,1.551
4.680071494,1700,37,8.23,11.4,24.3,5.79,1.79,1.06,1.545
4.659237407,1636,38.3,8,14.1,21,5.8,1.5,1.31,1.654
4.438116101,1629,41.6,8.62,14,17.3,5.8,1.99,1.21,1.627
4.040277341,1647,42.8,8.74,13.5,18.1,5.66,2.04,1.2,1.584
3.719651113,1665,44.7,8.19,12.6,16.9,5.12,2.22,1.14,1.58
4.268697949,1698,44.7,8.26,12.5,16.9,5.11,2.19,1.16,1.364
4.33946702,1630,39.1,7.99,11.5,21.9,4.81,1.58,1.05,1.319
4.237445406,1643,38.6,8.93,11,22.3,4.73,1.47,0.99,1.521
4.342805922,1617,41.4,8.63,12.2,19.8,5.19,1.73,1.1,1.581
4.442651256,1659,40.2,8.64,11.7,21,5.52,1.6,1.02,1.457
4.054339228,1636,41.1,8.31,13.4,19.7,5.08,1.74,1.09,1.379
4.10617902,1712,41,10.08,13.3,18.3,4.72,1.99,0.93,1.599
4.749751415,1620,40.5,8.14,13.5,18.6,5.45,2.21,1.18,1.468
4.543294782,1624,42.5,7.64,13.7,19.1,4.71,1.9,1.03,1.662
4.727387819,1641,39.1,5.94,15.2,19.5,5.82,2.94,1.1,1.44
4.469038012,1704,42.5,5.11,11.9,21.7,5.27,2.15,0.95,1.28
4.49980967,1617,44,5.5,10.8,22.6,4.62,1.32,0.95,1.42
5.33753808,1625,39.4,7.1,12.2,21.4,5.28,2.84,1.07,1.355
4.510859507,1642,44.1,6.29,10.6,21.5,4.83,1.9,1.03,1.461
4.16924587,1649,44.4,5.77,11.6,18.5,5.33,4.22,1.08,1.842
4.553876892,1649,48,6.52,12.1,16,5.44,1.69,1.23,1.536
4.154969184,1633,39.5,6.65,13.8,20.5,5.63,1.87,1.19,1.683
4.447165937,1645,41.1,7.16,15.1,18.2,5.6,2.27,1.37,1.606
4.490507278,1643,41.5,7.68,16.6,17.7,5.28,1.8,1.34,1.475
4.094344562,1636,39.5,7.69,12.5,21.7,5.39,1.46,1.08,1.818
5.118848879,1650,43.5,8.4,16.3,14.8,5.8,1.71,1.46,1.364
4.33946702,1641,40.3,9.23,14.6,18.5,4.91,2.01,1.05,1.614
4.850292644,1650,41.6,8.78,15.2,16.5,5.81,1.69,1.25,1.532
3.768922162,1663,41.1,8.7,15.7,17.2,5.34,1.87,1.2,1.528
3.931825633,1661,41.3,8.55,13.9,18.3,5.29,1.95,1.16,1.643
3.941581808,1623,41.8,10.94,15.6,14,5.69,1.98,1.34,1.621
4.267363726,1646,40.6,9.18,17.9,14.7,5.53,2.03,1.31,1.685
4.08504217,1670,42.6,8.49,15.5,15.7,5.38,1.87,1.28,1.659
4.212127598,1631,41.9,8.51,16.6,15.4,5.48,1.78,1.3,1.667
4.527208645,1625,43.7,9.17,15.1,15.2,5.62,1.43,1.32,1.56
4.037186148,1665,42.6,8.71,15.7,15.6,5.51,1.93,1.27,1.707
4.428983618,1630,43.5,8.45,15.2,15.5,5.6,1.77,1.32,1.69
4.796708398,1623,43.7,9.74,14.7,15.3,5.65,1.53,1.33,1.527
4.624972813,1639,42.6,7.75,13.9,17.5,5.34,2.01,1.22,1.794
4.605170186,1641,41.5,6.37,12.4,20.5,5.52,1.97,1.19,1.27
4.617592706,1597,35.7,6.61,10.2,28.1,4.86,1.47,0.91,1.387
4.437289313,1671,43.4,7.85,12.4,18.4,4.64,1.98,1.1,1.54
4.471638793,1641,41.5,7.16,12.7,20.1,5.29,2.24,1.19,1.538
4.113762648,1659,45.1,7.75,13.5,16.5,5.27,2.28,1.27,1.503
4.114963849,1653,40.7,12.4,11.8,16.6,5.42,2.03,1.12,1.552
4.402645922,1661,39.3,6.7,12,22.8,5.35,2.12,1.1,1.614
4.40107483,1643,38.8,6.68,12.1,22.3,5.88,1.99,1.08,1.484
4.521788577,1647,35.2,7.17,10.3,26.9,5.75,1.55,0.96,1.552
4.471638793,1666,36.8,8.86,13.8,21.3,5.83,2.16,1.17,1.534
4.291512627,1665,38.3,7.96,14.1,21.1,5.8,1.49,1.3,1.594
4.529662633,1630,42.4,10.01,14.1,16.7,5.34,1.61,1.33,1.612
5.081404365,1652,42.2,9.84,15.2,16.5,5.26,1.78,1.32,1.536
4.372364724,1658,42,7.27,12.5,20.2,5.3,1.5,1.2,1.465
4.720481032,1630,43.7,7.76,11.9,19.4,4.92,1.53,1.05,1.542
4.644390899,1639,40.9,6.89,12.3,21.7,5.22,1.75,1.05,1.519
4.568128914,1649,39.2,7.21,13.1,21.6,5.58,1.59,1.22,1.616
4.663439094,1638,41.5,7.78,11.5,21.2,5.52,1.46,1.1,1.257
3.654193896,1699,34.2,7.69,10.2,28,5.12,1.6,0.93,1.139
4.726122796,1624,39.1,7.35,10,26.1,4.37,1.59,0.94,1.244
4.559707812,1655,38.5,7.06,10.9,24.7,4.79,2.01,1.03,1.357
4.86753445,1617,37.7,6.67,11.6,24.3,5.43,2.19,1.06,1.573
4.332755586,1631,36.5,10.05,13.9,19.8,6.3,2.79,1.3,1.698
4.373057965,1658,41.7,8.69,12.6,19.6,5.59,1.45,1.19,1.521
4.362608549,1633,36.5,7.44,12.8,22.5,5.89,2.5,1.2,1.549
3.765419531,1685,42.5,9.89,12.9,17.6,5.07,2.08,1.18,1.658
4.345658991,1628,37.8,9.35,14.4,19.4,6.12,2.19,1.27,1.668
4.473834184,1650,42.5,7.71,12,19.2,5.43,1.94,1.43,1.547
4.452407431,1631,44.9,12.09,13.4,14.3,4.65,1.8,1.27,1.437
4.471638793,1625,38.2,9.09,11.6,21.6,5.38,1.89,1.1,1.255
4.2603297,1658,45.1,10.82,11,17.4,4.85,1.41,1.05,1.555
4.164725359,1667,44.9,9.09,12.2,17,5.76,1.29,1.08,1.142
4.566948973,1650,42,6.71,10,24,4.32,1.59,0.85,1.409
4.543294782,1664,46.3,7.83,10.1,19.5,4.56,1.56,0.94,1.497
4.838264068,1631,42.4,7.93,12.3,19.4,5.15,1.9,1.13,1.604
4.298256752,1633,38.6,10.35,17.6,15.8,5.9,2.13,1.26,1.331
4.564348191,1640,40.1,7.97,13.9,20.1,5.28,1.8,1.16,1.44
4.615120517,1627,42.3,7.57,12.2,20.3,5.48,1.53,1.08,1.414
4.886582645,1615,39.1,7.43,12.5,22.8,4.87,1.66,1.05,1.364
4.59511985,1622,36.8,6.95,18.6,20,4.93,1.6,1.15,1.341
4.083171262,1679,42.9,10.07,12.6,18.6,4.85,1.45,1.13,1.337
4.404499491,1643,36.8,6.82,11.3,26.1,5.13,1.47,1.11,1.396
4.237445406,1703,40.8,9.74,11.5,21.2,4.96,1.46,1.08,1.523
4.442651256,1650,38.6,6.97,12.4,20.8,5.7,1.35,1.02,1.545
4.509026325,1636,42.2,7.22,11.8,20.6,5.32,1.72,1.07,1.425
4.291512627,1669,40.5,7.6,10.5,21.3,5.24,1.84,1.03,1.305
3.642359438,1697,38.9,9.79,12.1,21.2,4.72,1.58,0.91,1.421
4.941642423,1622,37.8,6.44,11.6,25.3,5.27,1.36,0.9,1.543
4.094344562,1622,40.1,7.85,12.3,21.3,5.73,1.67,1.23,1.374
4.722953222,1618,40.7,9.69,11.5,21.1,5.01,1.48,1.07,1.215
4.191983032,1635,42.5,9.74,11.2,20.5,4.91,1.21,1.05,1.499
4.258647614,1648,46,9.22,12.6,16.4,4.88,1.43,1.18,1.643
4.683813313,1644,43.5,7.3,13.9,17.5,5.52,1.73,1.26,1.429
4.519810337,1645,41.6,9.59,11.4,20.2,5.05,1.49,1.01,1.587
4.326966857,1671,46.5,9.31,14.4,14.1,5.26,1.63,1.33,1.444
4.412798293,1646,39.3,7.77,15.6,19.6,5.41,1.89,1.18,1.642
4.649621949,1634,39.6,6.86,13.4,20.9,5.88,1.58,1.23,1.609
4.691347882,1644,41.1,7.1,12.2,21.1,6,1.26,1.16,1.684
4.285882774,1634,37.3,8.4,13.9,20.5,6,2.55,1.15,1.612
4.364008129,1631,39.4,8.09,12.6,21,5.8,2.36,1.04,1.755
3.976561527,1660,45.2,11.71,14.2,13.5,5.5,1.84,1.24,1.634
4.248495242,1659,39.1,6.92,13.8,21.3,5.83,1.58,1.22,1.635
4.586821047,1637,39.7,7.41,12.9,21.7,5.54,1.64,1.15,1.594
4.586821047,1638,38.8,8.53,12.3,20.9,5.76,2.29,1.01,1.692
4.527208645,1668,44.4,11.47,15.1,13.2,5.26,1.79,1.2,1.379
4.711779921,1645,46.3,8.32,10.3,19.1,4.86,1.74,0.95,1.495
3.667826045,1641,39.7,12.51,11.8,19.8,5.31,1.41,1.13,1.48
4.104707349,1650,37.7,13.07,12.3,19.3,5.99,1.27,1.15,1.697
4.711779921,1628,42.3,8.46,11.1,21.3,4.73,1.77,0.83,1.755
4.419766963,1658,44.1,8.18,12.6,17,5.72,2.28,1.15,1.462
4.362608549,1634,37.6,7.89,13,21.1,5.48,1.06,1.18,1.518
4.083873262,1619,39.5,10.23,14.5,17.6,5.95,1.64,1.43,1.604
4.317488114,1632,40.6,8.67,13.3,19.3,5.74,1.19,1.28,1.7
4.113762648,1664,40.7,8.71,13.6,18.5,6.25,1.26,1.32,1.518
4.217404655,1676,43.6,8.04,13.4,18.4,5.27,1.03,1.31,1.568
3.991160326,1698,47.4,10.67,13,13.7,4.79,1.42,1.27,1.631
4.509860006,1658,47.2,10.02,11.9,14.9,5.05,1.51,1.14,1.724
4.527208645,1662,47.8,7.49,11.8,16.2,5.01,1.46,1.12,1.752
4.266194819,1631,47.3,10.44,15.7,11.3,5.32,1.39,1.41,1.863
4.085533933,1662,48.2,9.69,14.6,12.2,5.27,1.74,1.43,1.752
4.304065093,1669,48.5,8.72,14.2,13.2,5.18,1.52,1.34,1.587
4.49980967,1658,46.6,9.36,12.7,15.1,5.25,1.74,1.28,1.585
4.017383521,1682,46.9,10.32,12.8,14.2,5.15,1.79,1.22,1.685
4.624972813,1668,46.3,8.7,11.2,17.1,5.11,1.63,1.1,1.632
4.135166557,1673,46.8,10.15,12.7,14.4,5.17,1.88,1.23,1.498
4.412798293,1625,39.1,9.2,12.7,20.3,5.59,2.13,1.17,1.856
4.248495242,1634,42.1,7.71,15.2,16.4,6.22,2.03,1.49,1.839
4.283586562,1628,41.7,8.64,15.8,16.1,6.59,1.87,1.51,1.705
4.490507278,1665,41.6,8.43,15.5,16.4,5.99,2.17,1.34,1.536
4.422848629,1661,43.2,7.33,11.3,20,5.34,1.99,1.15,1.7
4.490507278,1662,41.1,8.16,16.5,16.4,6.01,1.86,1.36,1.471
5.043425117,1623,41.5,8,13.1,19.9,5.26,2.28,1.27,1.208
3.900188548,1653,38.6,7.38,12.5,22.2,5.08,2.2,0.97,1.409
4.86753445,1614,40.8,8.04,12.6,20.1,5.1,2.02,1.13,1.32
4.477336814,1644,40.1,7.69,12.6,21.6,5.14,2.14,1.06,1.289
4.238925791,1644,42.8,9.09,16.2,15,5.78,1.42,1.46,1.541
4.145116888,1654,42.8,9.25,16.1,14.8,5.6,1.77,1.42,1.384
4.744932128,1636,41.2,9.09,13.2,18.6,5.54,2.15,1.17,1.449
4.248495242,1668,42.6,8.3,13.2,18.5,5.3,1.86,1.28,1.327
4.665794808,1629,39.3,8.64,10.9,22.9,5.5,1.77,1.14,1.76
4.49980967,1634,45.5,8.95,13.5,15.2,5.78,1.58,1.42,1.294
4.763394191,1648,38.5,7.1,10.8,24.7,5.26,1.23,1.13,1.492
4.669708707,1640,40.3,6.96,11.2,22,6.08,1.65,1.16,1.365
4.370597939,1634,38.1,6.43,12.1,24.1,5.44,1.81,1.17,1.512
4.158883083,1643,38.1,8.95,13.2,21.1,5.83,1.66,1.15,1.47
4.637960009,1642,37.8,7.05,11.6,23.4,5.91,1.96,1.2,1.703
4.663439094,1645,36.9,7.45,11.4,23.3,6.52,1.74,1.15,1.391
4.370597939,1636,39.6,7.82,11.7,22.8,5.49,1.34,1.21,1.437
4.272025739,1654,37.8,9.02,9.9,23.4,5.65,1.71,1.05,1.63
4.312346714,1653,44.6,7.23,15,16.2,5.54,1.99,1.14,1.763
5.164785974,1624,43.1,8.49,13.2,17.7,5.77,1.56,1.21,1.424
4.359037116,1679,39.5,7.72,10.6,23.5,5.24,1.54,0.98,1.608
3.881563798,1653,38.8,8.67,10.4,22.8,5.89,1.59,0.97,1.572
4.447984602,1633,35.7,7.75,14.5,22.8,6.18,1.39,1.14,1.669
4.605170186,1628,36.9,7.04,12.8,22.7,5.96,1.86,1.17,1.556
4.238238742,1675,40.1,9.27,11.8,20.8,5.46,1.4,1.06,1.481
4.574710979,1654,41.7,9.88,12.4,18.9,5,1.35,1.02,1.45
4.755743044,1633,41.7,10.38,13.7,18.4,4.87,1.23,0.97,1.443
4.469038012,1653,43,10.94,11.7,18.1,4.81,1.26,0.96,1.299
4.68905167,1653,39.9,7.94,11.6,22.1,5.29,1.89,1.01,1.399
4.627149093,1652,41.7,9.12,11.4,20.5,5.12,1.66,1.01,1.4
4.370597939,1618,44.6,7.97,11.1,19.7,4.92,1.75,0.97,1.401
4.454347296,1642,44.5,7.76,11.6,19.7,4.93,1.73,0.98,1.174
4.457250056,1624,39.7,8.45,9.5,24.6,4.78,1.29,0.87,1.463
4.510859507,1643,37.1,6.64,10.5,25.4,5.47,2.28,1.01,1.457
4.426478397,1655,38.8,7.39,11,21.9,5.2,1.74,0.98,1.486
4.734003058,1647,37.3,6.77,11.6,24.4,5.56,1.63,1.06,1.381
4.191983032,1700,39.3,7.29,12.4,23.2,5.12,1.89,1.14,1.313
3.676300672,1651,42,8.38,11.9,20.9,4.86,1.4,1.03,2.068
4.257384189,1704,45.1,9.58,15.8,12.7,5.94,2.12,1.46,1.641
4.79785453,1632,37.9,7.45,13,21.8,5.87,2.25,1.31,1.531
4.404499491,1662,46.6,9.26,11.8,16.7,4.93,2.35,1.14,1.447
4.437289313,1650,40.3,9.14,10.8,21.5,5.12,2.04,1.04,1.544
4.458566712,1656,41.4,8.63,11.6,19.9,5.81,2.04,1.13,1.47
4.317488114,1625,37.2,8.87,13.8,20.8,5.78,2.23,1.32,1.488
4.259424313,1635,39.5,8.54,14.1,19.8,5.39,1.73,1.27,1.35
4.311409067,1658,41.5,7.39,13.6,20.5,4.87,1.82,1.21,1.258
4.335506619,1648,37.4,7.8,12.5,24.1,4.6,1.75,1.09,1.211
3.729701449,1648,37.4,7.45,13,24.2,4.77,1.76,1.16,1.584
4.371555335,1635,41,9.05,14.9,16.5,6.11,2.32,1.5,1.569
4.301983927,1652,40,7.78,12.5,22.2,4.61,1.63,1.11,1.718
4.054339228,1634,38.7,9.49,15.5,17.9,6.45,1.78,1.49,1.53
4.426478397,1627,37.4,11.26,13.9,18.8,6.46,1.98,1.35,1.316
4.404499491,1624,42.7,7.16,11.7,20.9,4.79,2.01,1.07,1.507
4.532599493,1622,39.4,6.72,12.1,22.4,5.67,1.87,1.22,1.587
4.342805922,1624,41.7,6.72,14,19.1,5.82,2.06,1.36,1.375
4.347341077,1630,35.4,8.56,11.9,25.1,5.74,1.54,1.18,1.413
4.370597939,1652,38.4,8.07,12.8,22,5.53,2.31,1.22,1.296
4.49980967,1634,35.6,7.43,11.4,25.6,5.56,2.4,0.94,1.396
4.637960009,1637,40.2,6.38,13.2,21.4,5.55,2.04,1.13,1.519
4.148411783,1634,39.2,8.14,14.5,19.4,6.17,2.1,1.36,1.775
4.298256752,1637,41.3,7.93,15.5,16.5,6.27,2.31,1.57,1.342
4.763394191,1636,41.1,7.8,11.1,22.4,5.24,2.22,1.13,1.09
4.787491743,1635,43.5,9.03,10.6,21.1,4.49,1.57,0.98,1.268
4.474808368,1636,42,7.12,11.8,22.2,4.72,1.38,0.98,1.344
4.144354983,1644,41.2,7.8,11.1,22.5,5.15,2.22,1.13,1.642
4.529662633,1656,40.4,6.47,12.1,21.6,5.85,1.85,1.11,1.267
4.536177315,1649,39.4,6.72,12.4,23.6,4.95,1.67,1.13,1.665
4.568128914,1660,41.9,7.85,12.9,19.7,5.66,1.23,1.2,1.692
4.114963849,1672,47.7,9.32,15.9,12.5,5.02,1.13,1.44,1.338
3.851398384,1677,43.1,7.65,16.4,17,4.48,1.98,0.94,1.468
4.559707812,1639,46.2,9.12,13.8,15.1,4.7,2.15,1.21,1.676
3.860729711,1662,44.7,8.54,15.9,14.4,5.52,1.45,1.42,1.551
4.359037116,1668,50.1,7.69,13.3,14.3,4.63,1.44,1.31,1.403
4.11966237,1641,48.7,8.48,13.2,15.3,4.44,1.21,1.2,1.676
4.054339228,1657,45.6,8.65,15.8,13.6,5.22,1.9,1.42,1.56
4.700480366,1639,44.1,9.41,18.6,12.4,5.08,2.02,1.39,1.186
3.940193882,1641,35.5,6.2,14.5,24.1,4.47,1.63,1.01,1.438
4.11787506,1640,41.4,9.57,14.5,18.3,5.15,1.17,1.2,1.383
4.037186148,1643,35.7,8.22,14.5,23.5,5.37,1.51,1.17,1.413
3.946708563,1602,42.4,8.99,15.2,15.8,4.68,3.18,1.15,1.666
4.268697949,1629,38.2,9.23,13.2,20.4,5.64,1.69,1.18,1.761
4.392389422,1626,39.6,9.88,12.7,19.3,5.54,1.82,1.17,1.763
4.690327994,1633,39.9,8.6,11.5,22.1,5.43,1.54,1.08,1.557
4.49980967,1639,38.7,8.09,13.3,22.8,4.98,1.36,1.2,1.796
4.16924587,1632,40.7,9.01,15.6,17.1,6.44,1.46,1.25,1.701
4.477336814,1610,39.8,8.45,14.8,19.2,5.66,1.64,1.36,1.81
4.270235229,1640,40.1,7.63,15.5,17.9,5.55,2.29,1.5,2.151
4.55865017,1630,40.2,7.4,12.7,20.2,5.79,1.83,1.31,1.61
4.447984602,1639,37.7,8.8,13.5,21.3,5.92,2.09,1.4,1.943
4.270235229,1657,44.4,8.36,14,16.3,5.06,2.58,1.45,1.659
5.010635294,1619,40,8.16,12.6,20.8,5.15,1.37,1.19,1.767
4.105394398,1611,43.3,9.3,13.5,18,5.2,1.46,1.32,2.267
3.892791644,1654,47.7,9.62,16.4,11.4,5.06,1.87,1.67,1.881
3.969181419,1642,40.8,9.45,14.7,17.4,5.92,1.62,1.54,2.12
4.114963849,1675,45.9,10.17,15.1,13,5.35,1.72,1.44,2.079
4.422848629,1636,42.4,8.59,13.6,17.4,5.66,1.82,1.32,1.361
3.912023005,1705,36,8.28,14.5,23.3,5.34,1.52,1.18,1.245
3.967592857,1679,36.5,6.36,14.9,24.7,4.57,1.69,1.04,1.408
3.824054232,1625,41.6,9.63,14.5,18.3,5.17,1.16,1.2,1.319
3.876090996,1669,39.5,9.42,12.5,21.5,5.26,1.33,1.14,1.329
4.617592706,1645,38.3,9.87,11.6,22.8,5.16,1.16,1.06,1.352
4.7993262,1613,35.3,8.47,11.9,25.1,5.66,1.58,1.18,1.495
4.07907709,1621,41.7,11.85,11.1,20.3,4.16,1.49,0.86,2.323
4.382026635,1647,39.5,9.57,14.1,18.1,5.51,2.58,1.16,1.988
3.568251466,1646,35.8,8.89,15.5,21,4.83,2.33,1.4,1.344
3.701301974,1617,38.4,9.84,11.6,22.8,5.16,1.17,1.06,2.224
4.584967479,1631,36.6,8.57,10.7,23.8,5.64,1.74,1.04,2.035
4.574710979,1624,39.1,7.82,13.3,21.1,5.33,1.49,1.16,1.96
4.426478397,1631,39.8,8.41,12.7,21.1,5.01,1.51,1.12,2.065
4.510859507,1610,37.8,13.19,12,19,5.73,1.72,1.18,1.931
4.370597939,1630,40.6,9.2,12.1,20.8,4.73,1.63,1.08,1.114
3.834061464,1626,43.6,8.96,10.6,21.2,4.54,1.59,0.98,1.303
4.040855877,1622,42.7,11.83,10.2,20.2,3.95,1.78,0.92,1.352
4.394449155,1641,38.1,9.86,11.7,22.8,5.16,1.24,1.06,1.419
3.890745607,1623,41.7,9.69,14.5,18.4,5.19,1.18,1.2,1.984
3.788962913,1690,38.9,9.68,12.9,21,4.93,1.35,1.29,1.757
