lp,Temp,CaO,MgO,SiO2,Fe_total,MnO,Al2O3,TiO2,V2O5
4.734003058,1621,39.4,7.67,15.7,16.8,6.25,1.37,1.22,2.658
4.674163057,1639,34.9,7.56,12.6,24.7,5.31,1.57,1.02,2.208
4.571268634,1621,39.7,8.51,13.3,19.4,5.82,1.45,1.09,2.399
4.11787506,1613,38.9,8.9,15.5,20,6.4,1.81,1.2,2.526
4.462069342,1640,37.9,7.96,11.8,26.4,5.75,1.67,0.92,2.274
4.474808368,1642,38.2,7.8,11,26.5,5.34,1.65,0.94,2.226
4.323530428,1641,39,7.38,12,21.6,5.3,1.72,0.93,2.335
4.48863637,1634,37.7,7.58,13.1,24.5,5.87,2.69,0.97,2.442
4.513602992,1660,42.2,9.2,11.7,18.8,5.04,1.23,0.96,2.161
4.579852378,1637,39.6,8.63,12.2,20.9,5.34,1.64,1.03,2.271
4.738701579,1625,36.7,8.48,10,22.4,5.22,1.75,0.8,1.973
4.548011772,1653,39.4,9.16,10.8,26.1,5.26,1.47,0.96,2.264
4.430816799,1662,45,9.61,12.7,16.1,5.35,1.39,0.88,2.041
4.751124099,1634,41.9,8.48,11,19.4,5.28,1.4,0.88,2.071
4.54522715,1649,41.2,7.83,16.39,17.84,6.25,2.5,1.27,2.9
3.422703587,1651,37.69,12.03,11.21,21.67,5,1.1,0.86,1.99
4.104100737,1637,39.2,6.22,13.9,20,5.41,3.64,1.07,2.508
4.553876892,1653,40,8.99,11.4,22.6,5.04,1.39,0.84,1.86
4.295015258,1640,42,6.19,13.2,20.3,5.86,1.51,1.01,2.45
4.062595864,1640,35.5,7.58,14.1,23.1,5.96,1.86,1.15,2.556
3.88955015,1641,41,9.5,14.8,17,5.67,1.73,1.14,2.383
4.045554398,1654,42.9,9.47,15,17.5,5.46,2.01,1.14,2.038
4.137829674,1644,38.8,7.73,13.7,19,5.72,2.9,1.11,2.606
4.426478397,1613,39.5,7.55,14.7,22.3,6.34,2.57,1.14,2.354
4.083171262,1632,37.9,7.17,14,21.3,6.02,2.44,1.08,2.213
4.415549327,1645,39.8,7.98,14.6,18.7,5.76,2.45,1.16,2.358
4.32853795,1640,39.2,7.28,13.2,21.3,5.7,1.57,1.06,2.451
3.901440896,1656,42.9,8.91,15.7,14.9,5.61,1.92,1.22,2.632
3.912023005,1661,43.7,15.04,13.6,11.9,5.11,2.39,0.92,2.378
4.272025739,1663,41.7,10.26,12.5,17.8,5.52,1.7,0.93,2.306
4.280930518,1665,47.1,9.66,13.6,14.8,4.83,1.3,1,2.663
4.044082727,1649,46.5,10.68,14.3,13.8,4.81,1.31,1.06,2.742
3.944812828,1671,50.8,10.14,15.3,10.7,4.27,1.22,1.18,2.781
3.801357438,1636,42.3,9.69,13.2,17.5,5.03,1.7,0.98,2.793
4.777020443,1628,43.4,9.47,12.1,17.5,5.29,1.41,0.89,2.578
4.360973225,1633,42.3,10.48,12.9,17.9,5.16,1.9,0.98,2.574
3.86900562,1670,48.2,8.91,13.8,12.9,4.86,1.68,0.92,2.712
4.726122796,1622,39.2,10.08,9.9,23.5,4.98,1.29,0.72,2.137
3.860729711,1641,42,7.2,12.7,18.8,5.78,2.62,0.92,2.501
4.196127257,1646,42.3,8.31,13.8,17.4,5.37,1.97,1.15,2.545
4.648655298,1629,41.7,8.33,10.2,20.7,5.6,2.4,0.73,2.292
4.16924587,1651,41.1,8.56,13.7,18.1,5.81,1.94,1.03,2.466
4.18531634,1655,38.5,10,14.2,19.6,5.33,2.34,0.97,2.394
4.196127257,1658,38.5,9.6,13.8,18.9,5.52,2.25,0.99,2.325
3.635390769,1675,41.9,10.3,17.8,11.9,5.49,2.26,1.26,2.736
4.248495242,1658,40.5,8.26,14.6,18.5,5,2.56,1,2.355
3.839452313,1673,41.2,10.68,16.2,14.7,6.01,1.93,1.17,2.588
3.934001912,1636,36.9,11.43,15,18.7,6.13,1.97,1.28,2.791
4.203543854,1647,38.2,8.92,13.4,21.4,5.56,2.33,1.05,2.364
4.86753445,1615,41.3,8.27,15,16.8,5.12,2.29,0.99,2.383
4.892852258,1618,44.2,7.23,10.7,20.3,4.86,2.07,0.81,2.053
5.043425117,1618,42.1,7.48,12.8,19.6,5.04,2.15,0.92,2.34
4.834011758,1644,40.6,7.91,11.4,21.1,5.44,2.03,0.9,2.347
4.814890717,1645,40.2,7.91,10.7,23.3,4.45,1.55,0.76,1.862
4.304065093,1663,39.7,9.3,9.4,23.8,4.37,1.63,0.65,1.916
4.055123849,1692,40.5,8.15,10.9,22.8,4.46,1.54,0.66,2.028
4.18531634,1637,39.4,7.75,13.4,20.1,5.46,2.35,1.03,2.559
3.912023005,1692,40.1,11.43,13.6,17.2,5.25,2.04,1.09,2.326
4.057976918,1695,41.1,9.29,13,18.3,4.83,2.58,0.89,2.194
4.148411783,1635,38.6,8.84,14.5,19,5.99,2.1,1.13,2.617
4.674163057,1647,36.8,8.13,10.9,23.6,5.24,1.34,0.79,2.097
4.140864578,1648,39.1,9.77,13.2,19.9,5.64,2.42,1.02,2.405
4.422848629,1633,39.6,8.72,13.2,18.4,5.87,2.6,1.06,2.575
4.85787254,1643,41.5,8.09,13.5,19.3,5.67,1.57,1,2.412
3.981015877,1672,43.4,11.1,13.3,17.3,4.61,1.16,0.82,2.006
3.912023005,1650,39.6,11.93,14.4,16.9,5.48,2.03,1.05,2.41
4.144354983,1647,36.6,9.71,12.3,22.4,5.33,1.79,0.79,2.179
4.33946702,1650,38.1,10.51,13,20.1,5.9,1.26,0.93,2.395
4.710530702,1643,41.5,7.89,13.3,18.9,5.53,2.08,0.89,2.559
3.786859862,1664,42.4,8.62,15.5,18.3,4.58,1.8,0.79,2.101
4.227875955,1651,45.4,9.01,13.2,15.9,5.35,1.9,1.01,2.623
3.824054232,1645,39.6,8.82,15,18.5,5.2,2.6,1.04,2.55
4.462069342,1633,40.5,8.72,11.3,20.6,4.94,2.05,0.85,2.09
4.187126296,1648,39.7,8.76,11.4,21.9,5.1,1.9,0.87,2.083
4.163337434,1628,41.8,8.86,15,16.3,5.75,1.98,1.17,2.554
4.33946702,1644,42.4,10.02,15.9,15,5.95,2.25,1.2,2.6
4.140864578,1647,38.9,10.05,13,19.2,5.77,2.17,1.03,2.438
4.236519051,1642,39.5,8.68,13.6,19.4,5.48,2.06,1.04,2.161
4.465908119,1635,43.7,8.85,14.1,16.1,5.12,2,0.97,2.246
4.454347296,1626,39.5,8.11,14.8,18.7,5.14,1.92,0.98,2.333
4.119579033,1632,39.66,8.622,14.73,18.1,5.11,2.22,0.87,2.21
4.564348191,1633,40.1,8.76,13.3,18.9,5.57,1.48,0.94,2.412
4.402645922,1627,41.8,7.34,14.7,16,5.48,2.26,1.09,2.546
4.288500577,1652,43.1,8.63,14.4,14.9,5.16,1.69,1.14,2.762
4.135166557,1668,41.6,9.04,15,15.9,5.84,1.89,1.19,2.758
4.259424313,1654,40.5,8.51,13.7,18.7,5.29,1.45,1.17,2.532
4.017383521,1662,43.8,8.51,18,12.5,5.21,2.55,1.15,2.724
4.342805922,1638,40.4,8.87,14.6,17.3,5.95,1.44,1.16,2.819
4.644390899,1620,40.3,7.8,14.8,17.4,5.99,1.88,1.06,2.663
4.521788577,1657,41.7,7.15,12.8,19.4,5.26,1.54,1.04,2.609
4.306314813,1663,37.4,8.12,13.8,21.7,5.4,1.34,1.04,2.518
4.532599493,1639,37.2,9.34,11.8,21.5,5.77,1.93,0.88,2.712
3.710385659,1687,42.4,11.16,15.1,14,5.66,1.85,1.28,2.981
4.362608549,1640,44.2,9.94,11.9,15.5,5.76,1.94,0.97,2.94
4.114963849,1658,40,10.6,13.9,16.1,5.96,1.98,1.08,2.864
4.148411783,1658,38.1,9.56,14.6,18.6,6.17,2.02,1.05,2.703
4.442651256,1614,37.7,8.96,13.9,20.1,6.08,1.67,1.11,2.208
4.322603214,1630,42,8.57,16.1,15.3,6.14,1.71,1.29,2.574
4.007333185,1694,42,9.72,13.7,16.5,5.61,1.81,1.15,2.585
3.980231255,1649,41.7,10.3,15,15.5,5.83,1.8,1.18,2.498
4.238925791,1630,41.9,8.04,15.5,15.2,6.48,1.82,1.26,2.89
3.934001912,1638,40.9,9.92,18.3,14.2,6.26,2.04,1.29,2.624
4.616220022,1612,38.9,8.88,14.2,18.4,6.15,1.83,1.16,2.479
4.2603297,1623,34.5,8.91,14.7,22,6.15,1.99,1.08,2.405
4.248495242,1632,40.2,8.5,14.4,17.5,5.79,2.39,1.12,2.479
4.206822546,1633,41.7,7.91,15.5,16.3,6.15,1.81,1.03,2.462
4.222177934,1674,47.8,10.93,12.3,15.9,3.75,1.31,0.78,1.713
4.007333185,1666,44.8,9.09,12.6,17.3,4.95,1.48,0.95,2.481
4.18531634,1636,37.5,9.69,14.5,18.7,6.44,2.03,1.07,2.72
4.152164133,1653,40.2,9.62,14.1,17.3,5.95,2.29,1.07,2.593
3.923072842,1650,37.3,11.52,14.3,17.5,6.55,2.44,1.15,2.842
4.415549327,1640,44,8.34,14.1,15.9,5.4,2.04,1.09,2.529
4.700480366,1633,45.3,10.43,10.6,18.2,3.66,2.14,0.68,1.729
4.145399733,1672,39.6,8.866,12.89,19.05,5.11,3.27,1.07,2.302
4.360973225,1652,42.9,8.67,13.1,16.5,5.34,2.23,1.14,2.616
4.700480366,1613,45,9.21,13.6,15.4,4.92,1.79,0.97,2.279
3.654193896,1649,36.8,8.3,10.9,23.4,5.65,2.17,0.78,2.188
3.934001912,1659,47.8,8.04,16.9,11.2,5.09,2.01,1.21,2.756
4.68905167,1636,43,8.51,12.8,19.7,4.24,1.62,0.9,2.085
4.317488114,1644,37.3,9.76,13.1,20.2,5.35,2.11,0.97,2.219
4.360973225,1637,39.9,8.2,14.1,19.1,5.38,1.38,1.06,2.374
4.426478397,1649,39,7.09,13.8,21.8,5.28,1.83,1,2.253
4.462069342,1635,36.9,8.98,12.7,23.5,4.56,1.46,0.94,1.959
4.014301855,1641,31.5,7.37,10,30.9,4.23,1.37,0.71,1.82
4.161483865,1645,41.5,11.29,12.6,18.4,4.72,1.69,0.82,1.868
4.248495242,1657,48.2,7.71,14.1,14.1,4.94,1.61,1.06,2.509
3.283414346,1654,46.6,10.11,16.9,12.2,4.77,1.58,1.12,2.543
4.064491599,1642,44.5,8.34,15.5,14.8,5.41,1.45,1.18,2.671
4.083873262,1638,40.5,8.83,17.3,15.7,5.83,1.39,1.36,2.63
4.012666531,1629,38.3,10.09,17.5,15.7,6.26,1.32,1.37,2.673
4.127134385,1670,45.5,9.55,15.8,14.5,4.88,2.67,1.2,2.479
4.094344562,1629,37.3,10.6,16.2,16.3,5.51,1.43,1.18,2.517
3.944812828,1660,44.34,9.73,17.39,14.25,5.28,1.42,1.22,2.19
4.371555335,1645,45.68,12.65,14.36,13.15,5.34,1.15,1.07,2.18
4.206822546,1665,45.18,11.93,15.18,13.2,5.03,1.15,1,2
4.273455843,1627,39.5,8.342,15.29,19.71,5.6,1.86,0.94,2.23
3.761200116,1675,45.69,9.219,18.09,12.11,5.2,1.6,1.33,2.59
4.006322574,1669,45.03,10.043,16.76,13.01,4.81,1.24,1.28,2.53
4.119579033,1682,41.72,9.942,14.24,17.37,5.18,1.31,1.13,2.32
4.037553728,1652,41.42,10.401,15.48,18.06,5.78,1.31,0.97,2.21
3.906745948,1638,35.44,10.432,15.72,18.98,6.32,3.14,1.06,2.37
3.448853116,1646,35.93,8.97,15.99,21.75,5.88,1.49,1.24,2.3
4.367637897,1660,45.42,8.094,14.46,14.78,5.5,2.12,1.12,2.64
3.888754378,1662,45.65,9.678,17.7,12.28,5.18,1.36,1.37,2.54
4.462069342,1621,41.74,10.022,15.5,16.3,5.6,1.69,1.08,2.36
4.062739223,1658,41.75,14.91,13.85,14.76,5.44,1.84,1,2.09
4.252771799,1668,43.36,11.77,12.7,19.33,3.41,1.08,0.72,1.39
4.055834707,1683,50.02,12.06,13.68,13.03,3.61,1.66,1.04,2
4.03371994,1661,40.56,9.2,12.69,19.84,5,1.65,0.91,2.1
4.516338972,1619,40.15,10.17,16.06,18.16,5.07,1.26,1.26,2.25
4.196127257,1632,41.49,9.2,16.79,16.52,5.15,2.02,1.25,2.17
3.675634227,1679,44.4,9.85,14.1,16.14,4.32,1.38,1.11,1.9
4.406719247,1631,41.27,6.96,11.6,22.62,4.44,1.65,0.81,1.98
4.206822546,1674,47.55,8.4,12.18,17.51,4.92,1.62,0.98,2.42
4.016383021,1661,48.71,10.612,13.79,12.01,4.66,1.83,1.07,2.89
4.364567413,1627,44.95,10.01,14.76,13.64,4.48,2.06,1.14,2.8
4.252297528,1652,44.3,9.36,15.43,14.81,4.99,1.69,1.26,2.98
4.193687006,1632,41.3,9.671,15.62,16.25,5.09,1.68,1.21,2.53
3.538886784,1658,46.54,9.257,15.32,13.68,4.48,1.43,1.18,2.55
4.094344562,1668,46.2,10.28,15.6,13.3,5.02,1.55,1.24,2.524
3.675750163,1666,50.1,8.526,16.61,11.34,4.6,1.31,1.32,2.38
3.787284015,1638,46.72,10.065,17.96,10.33,5.37,1.63,1.4,2.43
4.056604234,1670,45.29,9.06,16.51,12.75,4.96,1.84,1.27,2.63
3.719651113,1655,47.74,9.85,18.31,10.96,4.45,1.61,1.24,2.51
3.936428633,1671,46.28,11.21,16.54,12.32,4.49,1.48,1.11,2.14
3.347394676,1623,42.23,9.02,16.78,16.12,4.5,2.16,1.1,1.98
3.772760938,1683,43.45,10.86,17.95,12.83,5.19,1.92,1.18,2.21
3.992246692,1654,43.07,11.49,16.64,13.4,5.32,1.9,1.22,2.39
3.761200116,1678,42.35,12.73,16.59,12.68,5.09,1.79,1.19,2.28
3.53125051,1647,43.9,12.43,13.6,14.4,5.14,1.46,0.86,2.061
4.323530428,1644,43.7,9.89,10.7,19.2,4.93,1.37,0.78,1.921
4.105394398,1648,47,9.74,14.9,13.9,4.91,1.52,1.14,2.242
3.86900562,1654,49,11.85,17.5,8.7,4.41,1.19,1.21,2.387
3.980231255,1669,47,10.11,17.2,12.7,5.04,1.65,1.32,2.408
4.073291153,1664,41.9,9.27,15.2,15.8,5.46,1.49,1.13,2.454
4.197780149,1635,37.65,11.13,14.33,17.03,6.11,1.78,1.06,2.36
4.029806041,1646,43.7,11.1,15.3,14.5,5.57,1.29,1.19,2.459
3.835482928,1672,41,12.33,15.4,14.7,5.98,1.17,1.19,2.494
4.272025739,1640,39,11.01,14.1,17.2,5.71,2.27,1.16,2.344
4.103561217,1652,45.3,9.54,15.3,12.6,5.85,1.91,1.15,2.781
4.40107483,1643,40.3,8.88,13.5,18.6,6.47,1.24,1.16,2.565
4.584967479,1623,42.1,8.74,13.8,18.7,5.75,1.39,1.12,2.556
4.298256752,1633,46.4,8.8,16.2,12.7,5.45,1.15,1.12,2.53
3.912023005,1655,42.8,10.43,14.9,15.8,4.97,1.35,1.04,2.249
4.037186148,1677,43.9,10.96,14,15,4.89,1.24,1.01,2.144
4.418840608,1642,44.9,11.27,12.9,15.2,4.9,1.32,0.93,2.044
4.633341063,1655,40.6,8.23,11.2,23,4.72,1.18,0.78,1.731
4.81102224,1616,41.4,9.2,12.2,19.7,5.21,1.15,0.95,2.06
4.437289313,1630,41.6,8.27,14.1,18.1,5.73,1.52,1.06,2.321
3.969181419,1656,44.5,10.73,13,15.2,5.19,1.49,1.03,2.384
4.629862799,1646,45.6,12.75,9.7,17.5,3.58,1.14,0.72,1.849
4.458566712,1652,47.2,9.93,13.3,15.1,5.09,1.34,1.09,2.504
4.722953222,1639,41.1,6.81,12.1,21.5,5.29,1.5,0.86,2.224
4.370597939,1634,39.8,8.8,12.8,20.7,5.37,2,0.92,2.121
3.966090227,1619,40.4,8.92,14.9,18,5.92,1.79,1.19,2.605
4.11787506,1642,41,10.09,14.5,15.3,5.31,1.93,1.08,2.267
4.060443011,1652,39.4,11.35,14.5,17,5.89,1.56,1.12,2.391
4.33946702,1633,40,9.46,15.1,18.3,5.78,1.8,1.14,2.407
3.966090227,1662,45.4,12.09,15.7,12.2,5.36,1.4,1.08,2.402
4.054339228,1656,46.7,9.5,15.2,12.9,4.91,1.56,1.11,2.604
3.953265964,1672,49.3,10.51,14.9,11.1,4.85,1.48,1.19,2.796
3.871201011,1658,49.4,9.29,16,10.7,4.7,1.46,1.18,2.622
4.479400799,1635,46.4,8.79,15.3,13.9,5.28,1.51,1.16,2.533
4.382026635,1645,50.4,7.91,14.5,12.1,4.73,1.33,1.15,2.649
4.465908119,1660,45,9.26,13.6,16.8,4.9,1.54,1.09,2.296
4.227875955,1658,49.6,9.36,16,10.7,4.7,1.49,1.18,2.633
4.158883083,1660,45.8,10.62,14.1,14,4.74,1.07,1.16,2.506
4.270235229,1648,47.7,10.29,13.4,14.4,4.69,1.56,1.01,2.367
4.179502371,1646,42.8,10.08,14,16.3,5.09,1.34,1.1,2.443
4.509860006,1631,43,10.58,13.9,16,5.15,1.26,1.05,2.315
4.202825205,1637,42,9.87,15.4,15.5,5.81,1.03,1.22,2.649
4.326966857,1634,43,8.09,15.4,15.8,5.46,1.38,1.23,2.704
4.151502976,1638,43,8.93,17.3,13.8,5.61,1.35,1.4,2.921
4.332755586,1641,48.1,10.2,15.1,11.3,4.97,1.52,1.19,2.694
4.321922711,1631,42.8,9.11,16.9,14.1,5.79,1.25,1.31,2.93
4.32853795,1646,40.9,9.98,13,19.7,4.82,1.46,1.07,2.331
3.969181419,1674,48.9,10.28,15.4,11.2,4.48,1.58,1.21,2.424
4.295015258,1660,47.5,8.61,15.3,13.8,4.81,1.28,1.14,2.171
4.539418808,1633,44.4,7.63,15.9,14.9,5.12,1.37,1.33,2.644
4.382026635,1643,45,9.43,15.4,15,5.12,1.69,1.16,2.426
4.392389422,1644,45.3,9.5,14.6,14.4,5.45,1.41,1.09,2.462
4.151502976,1655,48,10.13,15.2,12.1,4.93,1.3,1.2,2.696
4.202825205,1635,45,9.81,15.5,13.1,4.99,1.32,1.21,2.721
4.189654742,1680,50.7,8.85,13.9,12.8,4.39,1.38,1.08,2.632
5.043425117,1601,43.6,8.94,12.1,20.8,4.67,1.38,0.85,2.175
4.690327994,1631,40,9.98,11.5,19.4,5.4,2.62,0.9,2.299
4.49980967,1633,42.7,8.87,14.2,17.3,4.99,1.49,1.16,2.521
4.58269733,1656,39.7,8.42,12.7,22.4,5.1,1.31,0.87,1.97
4.180286992,1648,41.8,7.9,12.4,20.3,4.91,1.05,1,2.326
3.9633163,1651,39.2,10.36,13.8,19.1,5.98,1.58,1.01,2.487
3.951243719,1669,41.5,10.44,13.2,16.9,5.48,1.3,1.04,2.675
3.38196602,1673,42.6,11.84,14.2,13.6,5.52,2.35,1.13,2.875
4.238238742,1644,40.8,10.17,14.8,16.9,5.41,1.29,1.06,2.496
4.700480366,1647,41.1,8.8,16.8,15.9,5.38,1.53,1.07,2.351
3.700713912,1618,41.2,8.57,13,21.6,4.79,1.42,0.85,1.976
3.772760938,1669,52.3,10.76,13.7,11.3,4.13,0.88,0.99,2.24
4.96184513,1624,41.9,8.78,13,18.6,5.05,2,0.92,2.333
4.822583063,1634,40.5,8.82,12.7,20.4,4.77,1.65,0.9,2.066
4.152164133,1652,48.5,9.62,14.6,12.7,4.73,2.56,1.14,2.321
4.543294782,1646,44.4,9.69,14.9,16,4.91,1.69,1.11,2.249
4.469038012,1642,45.5,9.8,14.5,15.4,4.57,1.07,0.96,2.185
4.332755586,1661,45.4,11.9,13,13.9,4.82,1.4,0.92,2.378
4.462069342,1639,44.4,9.28,13.6,15.6,5.27,1.84,0.94,2.247
4.848116365,1643,42.2,6.87,12.5,20,5.02,1.3,0.89,2.378
4.238925791,1660,47.5,9.87,13.1,14.1,4.76,1.76,0.93,2.571
4.33946702,1663,48.1,9.4,13,15.4,4.28,1.28,0.91,2.213
4.471638793,1639,47.7,9.54,13.9,12.9,4.96,1.5,1.01,2.459
4.700480366,1639,40.9,10.39,12.9,18.7,5.03,1.12,0.89,1.907
4.532599493,1639,44,8.44,12.9,16.7,4.52,1.84,0.85,2.174
4.32853795,1664,46.6,8.95,11.8,14.8,4.34,1.66,0.88,2.086
4.691347882,1641,49.4,8.4,13.9,14,4.4,1.27,0.94,2.542
4.280930518,1707,41.9,8.16,14.8,17.4,5.72,1.17,1.1,2.602
4.624972813,1627,41.3,7.64,12.6,19.5,5.39,1.29,0.91,2.445
3.443308867,1654,46.3,9.13,14,15,4.89,1.03,1.02,2.659
4.481117537,1643,50.4,7.3,14,12.6,4.2,1.52,1.1,2.634
4.352756252,1640,48.5,9.95,14.1,13.3,4.68,1.26,1.1,2.627
4.682131227,1641,51.3,8.52,13.7,13.5,4.59,1.33,0.95,2.474
4.682131227,1635,48.3,8.34,13.4,14.9,4.6,1.29,1,2.623
4.77818935,1640,47.1,8.56,13.1,15.5,4.51,1.19,0.91,2.461
4.239526572,1661,49.8,8.01,14.2,12.9,4.56,1.24,1.08,2.872
4.354875646,1651,49.1,8.33,13,13.9,4.88,1.81,1.01,2.725
4.312346714,1666,46.5,9.48,11.6,16.5,4.4,1.17,0.87,2.474
4.280930518,1627,47.4,11.01,14,14.6,4.52,1.05,0.88,2.098
4.615120517,1633,47.9,7.44,13.1,15.8,4.12,1.16,0.89,2.416
4.564348191,1649,48.6,9.47,13.3,13.8,4.3,1.93,0.99,2.263
4.521788577,1661,51.1,7.88,14.1,13.4,4.06,1.21,1,2.245
4.382026635,1656,53.6,7.18,14.8,11.5,4.39,1.39,1.13,3.068
4.553876892,1650,52.5,7.67,14.8,11.5,4.14,1.34,1.02,2.887
4.074541935,1676,49.5,10.23,14.2,12.1,4.16,1.13,0.94,2.652
3.932857092,1650,53.2,7.36,14,11.3,3.69,1.9,0.97,2.693
4.586821047,1648,46.5,9.49,13.3,15.2,5.08,1.72,0.95,2.672
4.258647614,1660,45.3,10.07,13.6,15,4.76,1.78,0.94,2.296
4.299138975,1677,40.9,7.24,10.9,24.8,4.37,1.13,0.81,2.141
4.116323469,1667,45,12.06,12.3,16.6,4.55,1.49,0.83,2.154
4.18531634,1682,44.4,7.68,13.2,17.4,4.91,1.47,1.01,2.401
3.648605555,1674,41.3,11.76,11.1,16.2,4.26,5.45,0.72,1.965
4.458566712,1639,41.3,8.42,12.3,19,5.47,2.28,0.98,2.656
4.261398647,1680,43,8.53,9.5,21.4,4.43,1.34,0.78,2.152
4.167369697,1689,43.7,10.4,11,19.1,4.34,1.12,0.74,1.925
4.382026635,1668,47.4,10.34,13.7,14.5,4.08,1.5,0.83,1.847
4.359037116,1664,48,9.45,13.4,14.3,4.8,2.24,1.01,2.278
4.605170186,1630,39.7,8.23,11.9,21.3,5.47,1.73,0.91,2.3
4.548011772,1635,38.6,6.69,11.8,22.2,5.36,2.49,0.83,2.104
4.669708707,1630,38.4,7.5,14.8,20.3,5.67,2.1,0.95,2.385
4.259424313,1628,35.6,7.95,13.1,22.1,5.94,2.65,0.95,2.41
4.007333185,1691,35.9,9.64,10.2,25.8,4.9,1.73,0.73,2.125
3.851398384,1702,39.7,7.84,11.4,21.5,5.02,1.69,0.86,2.334
4.512079763,1657,45.8,8.73,10.5,19.1,4.43,1.31,0.69,2.115
3.995904489,1665,46.1,11.15,13,14.3,4.89,2.03,0.87,2.29
4.236519051,1677,49.8,10.21,14.2,12.5,4.16,1.69,0.83,2.204
4.167369697,1681,41.5,7.07,13.5,21.7,4.05,1.59,0.68,1.923
4.33946702,1641,41,7.48,12.9,21.7,4.43,1.27,0.98,1.732
4.094344562,1656,45.2,8.27,14.1,15.2,4.87,2.38,1.02,2.584
4.025351691,1670,47.6,9.07,14.9,13.2,4.75,1.84,1.16,2.292
4.648655298,1623,41.6,9.4,12.7,18.8,4.98,1.57,0.89,2.4
3.96081317,1668,44.3,10.71,13.6,15.5,4.6,2.1,0.99,2.226
4.477336814,1640,43.2,9.9,13.6,18.4,3.87,1.35,0.93,1.925
4.665794808,1609,43.2,10.14,14.2,17.2,3.99,1.97,0.96,1.888
4.665794808,1616,41.6,9.25,14,17.7,4.69,2.7,1.03,1.875
4.191983032,1634,40.7,10.75,16.1,15.7,5.2,2.57,1.2,2.217
4.272025739,1635,41.3,10.08,15.7,16.5,5.38,2.05,1.11,2.12
4.382026635,1655,44.5,9.23,14.4,17.1,4.97,1.56,1.03,2.114
3.824054232,1633,37.1,9.77,16,18.8,5.65,1.83,1.14,2.311
4.359037116,1668,40.5,8.67,12.6,21.5,5.02,1.32,0.94,2.251
4.11787506,1642,40.5,9.58,15.6,16.6,5.25,1.98,1.08,2.193
4.180286992,1648,41.8,9.44,15.6,16.3,5.2,1.98,1.1,2.172
4.471638793,1636,46.2,8.76,12.8,18.1,4.1,1.93,0.79,1.828
4.360973225,1645,42.5,8.5,14.8,18.2,5.03,1.65,1,2.208
4.845311314,1633,41.1,6.85,13.8,20.4,4.56,1.93,0.87,2.062
3.588795996,1685,36.2,8.39,11.1,24,4.42,1.62,0.73,1.889
4.306314813,1673,48.8,7.61,12.1,15.8,4.34,1.75,0.92,2.38
4.248495242,1674,48,8.18,13.3,15.8,4.27,1.51,0.88,2.173
3.96081317,1645,41.4,8.53,17.7,16.7,4.55,1.73,0.84,2.175
4.206822546,1646,43.4,7.31,15.2,16.9,4.96,1.57,1.08,2.451
3.9633163,1666,44.5,8.91,15,15.1,4.96,1.71,1.15,2.764
4.362608549,1653,46.3,8.08,15.7,13.5,4.84,1.68,1.13,2.653
3.922494305,1671,49.9,8.81,15.5,12.2,4.54,1.7,1.11,2.625
3.544298225,1655,45.9,8.92,15.1,14,4.85,1.9,1.1,2.349
3.976561527,1659,48.4,9.13,15.6,12,4.61,1.74,1.12,2.582
4.616220022,1629,43.8,8.73,14.4,16.5,4.83,1.65,1.04,2.316
4.447984602,1635,44.6,8.68,15.3,14.8,4.99,1.66,1.11,2.426
4.81102224,1633,46.2,9.32,12.9,16.2,4.11,1.77,0.88,1.946
4.13208489,1668,54.2,10.84,11.9,11.6,2.88,1.94,0.79,1.764
4.86753445,1621,44.5,8.06,13.3,17.4,5.06,1.97,0.93,2.107
4.685212894,1653,43.4,8.89,12.1,19.4,3.74,1.24,0.74,1.544
4.168452534,1694,46.2,7.85,11,18.5,4.16,1.36,0.84,2.172
4.659237407,1629,38.9,8.02,12.3,21.7,5.08,1.81,0.92,2.387
3.922494305,1596,38.8,9.24,15.1,19,5.73,2.07,1.12,2.361
4.489657299,1633,45.4,9.48,16,14.3,4.87,1.81,1.04,2.234
4.548011772,1643,43.2,8.05,13.4,19.5,4.35,2.06,0.81,2.039
3.657130756,1625,40.7,8.84,15,17.5,5.44,2.42,1.04,2.435
4.605170186,1616,40.5,8.28,14.2,19.9,5.89,1.62,1,2.279
4.68905167,1625,39.5,7.84,14.1,19.2,6.02,1.6,0.96,2.051
4.899969726,1616,41.4,7.77,13.1,19.4,5.81,1.64,0.91,2.296
4.422848629,1621,36.9,7.41,14.3,23.7,4.71,1.28,0.87,1.818
3.88955015,1652,40.2,8.77,14.5,19.2,5.4,1.51,0.97,2.223
4.01863274,1642,39.9,9.59,16.3,17.8,5.83,1.59,1.16,2.415
4.605170186,1614,35.4,7.81,15.1,22.8,5.2,1.53,1.03,2.168
4.641984159,1633,39.8,8.59,15.5,20.1,5.28,1.52,1.04,2.035
4.734003058,1639,44.3,8.45,15.1,17.9,5.02,1.21,1.07,2.376
4.048882188,1658,42.9,8.51,16.3,16.9,5.06,1.75,1.06,2.075
3.984343667,1658,42.9,8.51,16.3,16.9,5.06,1.75,1.06,2.075
4.261398647,1659,43.7,10.47,11.7,19.2,4.49,1.5,0.73,1.909
4.548011772,1632,47.8,9.09,12.5,15.6,4.58,1.81,0.92,2.135
4.051784948,1656,40.5,9.38,15.4,16.1,5.36,1.8,1.04,2.28
4.371555335,1657,42,9.51,17.1,15.6,5,1.63,1.02,2.196
